,eventTimestamp,eventDate
1982,2023-03-07 12:46:12,2023-03-07
1983,2023-03-07 12:46:17,2023-03-07
1984,2023-03-07 12:46:23,2023-03-07
1985,2023-03-07 13:00:07,2023-03-07
1986,2023-03-07 13:00:15,2023-03-07
1987,2023-03-07 16:21:37,2023-03-07
1988,2023-03-08 09:19:31,2023-03-08
1989,2023-03-08 13:44:36,2023-03-08
1990,2023-03-08 14:24:29,2023-03-08
1991,2023-03-08 14:25:29,2023-03-08
1992,2023-03-08 14:25:53,2023-03-08
1993,2023-03-08 14:26:21,2023-03-08
1994,2023-03-08 14:26:31,2023-03-08
1995,2023-03-08 14:26:45,2023-03-08
1996,2023-03-09 12:37:03,2023-03-09
1997,2023-03-09 12:37:18,2023-03-09
1998,2023-03-09 12:37:26,2023-03-09
1999,2023-03-09 12:37:39,2023-03-09
2000,2023-03-09 12:37:55,2023-03-09
2001,2023-03-09 12:38:39,2023-03-09
2002,2023-03-09 12:38:55,2023-03-09
2003,2023-03-09 12:50:19,2023-03-09
2004,2023-03-09 12:51:33,2023-03-09
2005,2023-03-09 12:51:42,2023-03-09
2006,2023-03-09 22:05:29,2023-03-09
2007,2023-03-12 16:48:48,2023-03-12
2008,2023-03-22 09:17:35,2023-03-22
2009,2023-03-22 09:37:53,2023-03-22
2010,2023-03-22 13:48:35,2023-03-22
2011,2023-03-24 18:35:38,2023-03-24
2012,2023-03-24 18:35:45,2023-03-24
2013,2023-03-24 19:16:12,2023-03-24
2014,2023-03-24 19:16:30,2023-03-24
2015,2023-03-24 19:17:03,2023-03-24
2016,2023-03-24 19:17:12,2023-03-24
2017,2023-03-24 19:27:37,2023-03-24
2018,2023-03-24 19:27:43,2023-03-24
2019,2023-03-24 19:27:52,2023-03-24
2020,2023-03-24 21:00:51,2023-03-24
2021,2023-03-24 21:04:24,2023-03-24
2022,2023-03-24 21:08:27,2023-03-24
2023,2023-03-24 21:16:14,2023-03-24
2024,2023-03-24 21:17:55,2023-03-24
2025,2023-03-24 21:19:46,2023-03-24
2026,2023-03-24 21:20:50,2023-03-24
2027,2023-03-24 21:22:20,2023-03-24
2028,2023-03-24 21:24:08,2023-03-24
2029,2023-03-24 21:27:09,2023-03-24
2030,2023-03-24 21:27:12,2023-03-24
2031,2023-03-24 21:27:26,2023-03-24
2032,2023-03-24 21:27:35,2023-03-24
2033,2023-03-24 21:27:48,2023-03-24
2034,2023-03-24 21:28:30,2023-03-24
2035,2023-03-24 21:28:43,2023-03-24
2036,2023-03-24 21:29:35,2023-03-24
2037,2023-03-24 21:31:33,2023-03-24
2038,2023-03-24 21:35:30,2023-03-24
2039,2023-03-24 21:37:16,2023-03-24
2040,2023-03-24 21:39:33,2023-03-24
2041,2023-03-24 21:41:47,2023-03-24
2042,2023-03-24 21:44:53,2023-03-24
2043,2023-03-24 21:45:03,2023-03-24
2044,2023-03-24 21:45:26,2023-03-24
2045,2023-03-28 16:19:54,2023-03-28
2046,2023-03-28 16:20:01,2023-03-28
2047,2023-03-28 16:20:08,2023-03-28
2048,2023-03-28 16:20:13,2023-03-28
2049,2023-03-28 16:20:19,2023-03-28
2050,2023-03-28 16:23:55,2023-03-28
2051,2023-03-28 16:42:13,2023-03-28
2052,2023-03-28 16:42:17,2023-03-28
2053,2023-03-28 16:42:23,2023-03-28
2054,2023-03-28 16:42:25,2023-03-28
2055,2023-03-28 16:42:29,2023-03-28
2056,2023-03-28 16:42:31,2023-03-28
2057,2023-03-28 16:42:43,2023-03-28
2058,2023-03-28 16:42:46,2023-03-28
2059,2023-03-28 16:42:54,2023-03-28
2060,2023-03-28 16:42:57,2023-03-28
2061,2023-03-28 16:43:11,2023-03-28
2062,2023-03-28 16:43:14,2023-03-28
2063,2023-03-28 16:43:18,2023-03-28
2064,2023-03-28 16:43:20,2023-03-28
2065,2023-03-28 16:43:25,2023-03-28
2066,2023-03-28 16:43:32,2023-03-28
2067,2023-03-28 16:43:36,2023-03-28
2068,2023-03-28 16:43:39,2023-03-28
2069,2023-03-28 16:43:43,2023-03-28
2070,2023-03-28 16:43:48,2023-03-28
2071,2023-03-28 16:44:07,2023-03-28
2072,2023-03-29 13:38:56,2023-03-29
2073,2023-03-29 13:51:35,2023-03-29
2074,2023-03-29 13:54:07,2023-03-29
2075,2023-03-29 13:54:34,2023-03-29
2076,2023-03-29 13:54:46,2023-03-29
2077,2023-03-29 13:54:55,2023-03-29
2078,2023-03-29 13:55:55,2023-03-29
2079,2023-03-29 13:56:22,2023-03-29
2080,2023-03-29 13:56:25,2023-03-29
2081,2023-03-29 13:56:31,2023-03-29
2082,2023-03-29 13:56:35,2023-03-29
2083,2023-03-29 13:56:39,2023-03-29
2084,2023-03-29 13:56:42,2023-03-29
2085,2023-03-29 13:56:53,2023-03-29
2086,2023-03-29 13:56:59,2023-03-29
2087,2023-03-29 13:57:08,2023-03-29
2088,2023-03-29 13:57:12,2023-03-29
2089,2023-03-29 13:57:18,2023-03-29
2090,2023-03-29 13:57:21,2023-03-29
2091,2023-03-29 13:57:25,2023-03-29
2092,2023-03-29 13:57:28,2023-03-29
2093,2023-03-29 13:57:33,2023-03-29
2094,2023-03-29 15:06:29,2023-03-29
2095,2023-03-29 16:44:27,2023-03-29
2096,2023-03-29 17:08:37,2023-03-29
2097,2023-03-29 17:08:50,2023-03-29
2098,2023-03-29 17:09:06,2023-03-29
2099,2023-03-29 17:16:07,2023-03-29
2100,2023-03-29 17:16:32,2023-03-29
2101,2023-03-29 17:16:38,2023-03-29
2102,2023-03-29 17:17:29,2023-03-29
2103,2023-03-29 17:17:33,2023-03-29
2104,2023-03-29 17:17:55,2023-03-29
2105,2023-03-29 17:18:01,2023-03-29
2106,2023-03-29 17:18:10,2023-03-29
2107,2023-03-29 17:18:17,2023-03-29
2108,2023-03-29 17:18:20,2023-03-29
2109,2023-03-29 17:18:22,2023-03-29
2110,2023-03-29 17:18:49,2023-03-29
2111,2023-03-29 17:18:54,2023-03-29
2112,2023-03-29 17:20:29,2023-03-29
2113,2023-03-29 17:20:47,2023-03-29
2114,2023-03-29 17:20:51,2023-03-29
2115,2023-03-29 17:21:31,2023-03-29
2116,2023-03-29 17:21:46,2023-03-29
2117,2023-03-29 17:22:06,2023-03-29
2118,2023-03-29 17:22:07,2023-03-29
2119,2023-03-29 17:22:29,2023-03-29
2120,2023-03-29 17:22:36,2023-03-29
2121,2023-03-29 17:24:07,2023-03-29
2122,2023-03-29 17:24:09,2023-03-29
2123,2023-03-29 17:24:17,2023-03-29
2124,2023-03-29 17:24:37,2023-03-29
2125,2023-03-29 17:24:38,2023-03-29
2126,2023-03-29 17:24:39,2023-03-29
2127,2023-03-29 17:24:53,2023-03-29
2128,2023-03-29 17:24:57,2023-03-29
2129,2023-03-29 17:25:08,2023-03-29
2130,2023-03-29 17:25:09,2023-03-29
2131,2023-03-29 17:25:13,2023-03-29
2132,2023-03-29 17:25:17,2023-03-29
2133,2023-03-29 17:25:18,2023-03-29
2134,2023-03-29 17:25:21,2023-03-29
2135,2023-03-29 17:25:26,2023-03-29
2136,2023-03-29 17:25:29,2023-03-29
2137,2023-03-29 17:25:30,2023-03-29
2138,2023-03-29 17:25:33,2023-03-29
2139,2023-03-29 17:25:34,2023-03-29
2140,2023-03-29 17:25:36,2023-03-29
2141,2023-03-29 17:25:49,2023-03-29
2142,2023-03-29 17:25:50,2023-03-29
2143,2023-03-29 17:25:51,2023-03-29
2144,2023-03-29 17:25:56,2023-03-29
2145,2023-03-29 17:26:02,2023-03-29
2146,2023-03-29 17:26:08,2023-03-29
2147,2023-03-29 17:26:09,2023-03-29
2148,2023-03-29 17:26:10,2023-03-29
2149,2023-03-29 17:26:13,2023-03-29
2150,2023-03-29 17:26:16,2023-03-29
2151,2023-03-29 17:26:19,2023-03-29
2152,2023-03-29 17:26:23,2023-03-29
2153,2023-03-29 17:26:25,2023-03-29
2154,2023-03-29 17:26:28,2023-03-29
2155,2023-03-29 17:26:37,2023-03-29
2156,2023-03-29 17:26:39,2023-03-29
2157,2023-03-29 17:26:44,2023-03-29
2158,2023-03-29 17:26:48,2023-03-29
2159,2023-03-29 17:26:50,2023-03-29
2160,2023-03-29 17:26:52,2023-03-29
2161,2023-03-29 17:26:53,2023-03-29
2162,2023-03-29 17:26:57,2023-03-29
2163,2023-03-29 17:26:58,2023-03-29
2164,2023-03-29 17:27:00,2023-03-29
2165,2023-03-29 17:27:01,2023-03-29
2166,2023-03-29 17:27:02,2023-03-29
2167,2023-03-29 17:27:05,2023-03-29
2168,2023-03-29 17:27:09,2023-03-29
2169,2023-03-29 17:27:10,2023-03-29
2170,2023-03-29 17:27:12,2023-03-29
2171,2023-03-29 17:27:13,2023-03-29
2172,2023-03-29 17:27:14,2023-03-29
2173,2023-03-29 17:27:17,2023-03-29
2174,2023-03-29 17:27:18,2023-03-29
2175,2023-03-29 17:27:19,2023-03-29
2176,2023-03-29 17:27:20,2023-03-29
2177,2023-03-29 17:27:21,2023-03-29
2178,2023-03-29 17:27:28,2023-03-29
2179,2023-03-29 17:27:29,2023-03-29
2180,2023-03-29 17:27:30,2023-03-29
2181,2023-03-29 17:27:34,2023-03-29
2182,2023-03-29 17:27:38,2023-03-29
2183,2023-03-29 17:27:40,2023-03-29
2184,2023-03-29 17:27:41,2023-03-29
2185,2023-03-29 17:27:46,2023-03-29
2186,2023-03-29 17:27:47,2023-03-29
2187,2023-03-29 17:27:49,2023-03-29
2188,2023-03-29 17:27:52,2023-03-29
2189,2023-03-29 17:28:06,2023-03-29
2190,2023-03-29 17:28:08,2023-03-29
2191,2023-03-29 17:28:10,2023-03-29
2192,2023-03-29 17:28:16,2023-03-29
2193,2023-03-29 17:28:22,2023-03-29
2194,2023-03-29 17:28:24,2023-03-29
2195,2023-03-29 17:28:31,2023-03-29
2196,2023-03-29 17:28:32,2023-03-29
2197,2023-03-29 17:28:35,2023-03-29
2198,2023-03-29 17:28:36,2023-03-29
2199,2023-03-29 17:28:37,2023-03-29
2200,2023-03-29 17:28:38,2023-03-29
2201,2023-03-29 17:28:40,2023-03-29
2202,2023-03-29 17:28:41,2023-03-29
2203,2023-03-29 17:28:44,2023-03-29
2204,2023-03-29 17:28:45,2023-03-29
2205,2023-03-29 17:28:47,2023-03-29
2206,2023-03-29 17:28:49,2023-03-29
2207,2023-03-29 17:28:52,2023-03-29
2208,2023-03-29 17:28:53,2023-03-29
2209,2023-03-29 17:28:54,2023-03-29
2210,2023-03-29 17:28:56,2023-03-29
2211,2023-03-29 17:28:57,2023-03-29
2212,2023-03-29 17:28:59,2023-03-29
2213,2023-03-29 17:29:01,2023-03-29
2214,2023-03-29 17:29:02,2023-03-29
2215,2023-03-29 17:29:09,2023-03-29
2216,2023-03-29 17:29:10,2023-03-29
2217,2023-03-29 17:29:11,2023-03-29
2218,2023-03-29 17:29:12,2023-03-29
2219,2023-03-29 17:29:13,2023-03-29
2220,2023-03-29 17:29:14,2023-03-29
2221,2023-03-29 17:29:15,2023-03-29
2222,2023-03-29 17:29:17,2023-03-29
2223,2023-03-29 17:29:19,2023-03-29
2224,2023-03-29 17:29:23,2023-03-29
2225,2023-03-29 17:29:24,2023-03-29
2226,2023-03-29 17:29:26,2023-03-29
2227,2023-03-29 17:29:27,2023-03-29
2228,2023-03-29 17:29:28,2023-03-29
2229,2023-03-29 17:29:29,2023-03-29
2230,2023-03-29 17:29:31,2023-03-29
2231,2023-03-29 17:29:33,2023-03-29
2232,2023-03-29 17:29:34,2023-03-29
2233,2023-03-29 17:29:35,2023-03-29
2234,2023-03-29 17:29:36,2023-03-29
2235,2023-03-29 17:29:37,2023-03-29
2236,2023-03-29 17:29:38,2023-03-29
2237,2023-03-29 17:29:39,2023-03-29
2238,2023-03-29 17:29:40,2023-03-29
2239,2023-03-29 17:29:41,2023-03-29
2240,2023-03-29 17:29:42,2023-03-29
2241,2023-03-29 17:29:43,2023-03-29
2242,2023-03-29 17:29:44,2023-03-29
2243,2023-03-29 17:29:45,2023-03-29
2244,2023-03-29 17:29:47,2023-03-29
2245,2023-03-29 17:29:48,2023-03-29
2246,2023-03-29 17:29:49,2023-03-29
2247,2023-03-29 17:29:50,2023-03-29
2248,2023-03-29 17:29:51,2023-03-29
2249,2023-03-29 17:29:52,2023-03-29
2250,2023-03-29 17:29:53,2023-03-29
2251,2023-03-29 17:29:54,2023-03-29
2252,2023-03-29 17:29:55,2023-03-29
2253,2023-03-29 17:29:56,2023-03-29
2254,2023-03-29 17:29:57,2023-03-29
2255,2023-03-29 17:29:58,2023-03-29
2256,2023-03-29 17:29:59,2023-03-29
2257,2023-03-29 17:30:00,2023-03-29
2258,2023-03-29 17:30:02,2023-03-29
2259,2023-03-29 17:30:03,2023-03-29
2260,2023-03-29 17:30:04,2023-03-29
2261,2023-03-29 17:30:06,2023-03-29
2262,2023-03-29 17:30:07,2023-03-29
2263,2023-03-29 17:30:09,2023-03-29
2264,2023-03-29 17:30:10,2023-03-29
2265,2023-03-29 17:30:11,2023-03-29
2266,2023-03-29 17:30:12,2023-03-29
2267,2023-03-29 17:30:13,2023-03-29
2268,2023-03-29 17:30:14,2023-03-29
2269,2023-03-29 17:30:16,2023-03-29
2270,2023-03-29 17:30:17,2023-03-29
2271,2023-03-29 17:30:18,2023-03-29
2272,2023-03-29 17:30:19,2023-03-29
2273,2023-03-29 17:30:20,2023-03-29
2274,2023-03-29 17:30:21,2023-03-29
2275,2023-03-29 17:30:22,2023-03-29
2276,2023-03-29 17:30:23,2023-03-29
2277,2023-03-29 17:30:24,2023-03-29
2278,2023-03-29 17:30:25,2023-03-29
2279,2023-03-29 17:30:26,2023-03-29
2280,2023-03-29 17:30:27,2023-03-29
2281,2023-03-29 17:30:28,2023-03-29
2282,2023-03-29 17:30:29,2023-03-29
2283,2023-03-29 17:30:30,2023-03-29
2284,2023-03-29 17:30:31,2023-03-29
2285,2023-03-29 17:30:32,2023-03-29
2286,2023-03-29 17:30:33,2023-03-29
2287,2023-03-29 17:30:34,2023-03-29
2288,2023-03-29 17:30:35,2023-03-29
2289,2023-03-29 17:30:37,2023-03-29
2290,2023-03-29 17:30:38,2023-03-29
2291,2023-03-29 17:30:39,2023-03-29
2292,2023-03-29 17:30:40,2023-03-29
2293,2023-03-29 17:30:42,2023-03-29
2294,2023-03-29 17:30:43,2023-03-29
2295,2023-03-29 17:30:44,2023-03-29
2296,2023-03-29 17:30:45,2023-03-29
2297,2023-03-29 17:30:46,2023-03-29
2298,2023-03-29 17:30:47,2023-03-29
2299,2023-03-29 17:30:48,2023-03-29
2300,2023-03-29 17:30:49,2023-03-29
2301,2023-03-29 17:30:52,2023-03-29
2302,2023-03-29 17:30:53,2023-03-29
2303,2023-03-29 17:30:54,2023-03-29
2304,2023-03-29 17:30:55,2023-03-29
2305,2023-03-29 17:30:58,2023-03-29
2306,2023-03-29 17:30:59,2023-03-29
2307,2023-03-29 17:31:00,2023-03-29
2308,2023-03-29 17:31:01,2023-03-29
2309,2023-03-29 17:31:02,2023-03-29
2310,2023-03-29 17:31:04,2023-03-29
2311,2023-03-29 17:31:05,2023-03-29
2312,2023-03-29 17:31:06,2023-03-29
2313,2023-03-29 17:31:07,2023-03-29
2314,2023-03-29 17:31:08,2023-03-29
2315,2023-03-29 17:31:09,2023-03-29
2316,2023-03-29 17:31:11,2023-03-29
2317,2023-03-29 17:31:12,2023-03-29
2318,2023-03-29 17:31:13,2023-03-29
2319,2023-03-29 17:31:15,2023-03-29
2320,2023-03-29 17:31:17,2023-03-29
2321,2023-03-29 17:31:18,2023-03-29
2322,2023-03-29 17:31:20,2023-03-29
2323,2023-03-29 17:31:21,2023-03-29
2324,2023-03-29 17:31:22,2023-03-29
2325,2023-03-29 17:31:23,2023-03-29
2326,2023-03-29 17:31:24,2023-03-29
2327,2023-03-29 17:31:25,2023-03-29
2328,2023-03-29 17:31:26,2023-03-29
2329,2023-03-29 17:31:27,2023-03-29
2330,2023-03-29 17:31:28,2023-03-29
2331,2023-03-29 17:31:29,2023-03-29
2332,2023-03-29 17:31:30,2023-03-29
2333,2023-03-29 17:31:31,2023-03-29
2334,2023-03-29 17:31:32,2023-03-29
2335,2023-03-29 17:31:33,2023-03-29
2336,2023-03-29 17:31:36,2023-03-29
2337,2023-03-29 17:31:37,2023-03-29
2338,2023-03-29 17:31:38,2023-03-29
2339,2023-03-29 17:31:40,2023-03-29
2340,2023-03-29 17:31:41,2023-03-29
2341,2023-03-29 17:31:42,2023-03-29
2342,2023-03-29 17:31:45,2023-03-29
2343,2023-03-29 17:31:46,2023-03-29
2344,2023-03-29 17:31:47,2023-03-29
2345,2023-03-29 17:31:49,2023-03-29
2346,2023-03-29 17:31:50,2023-03-29
2347,2023-03-29 17:31:51,2023-03-29
2348,2023-03-29 17:31:52,2023-03-29
2349,2023-03-29 17:31:53,2023-03-29
2350,2023-03-29 17:31:54,2023-03-29
2351,2023-03-29 17:31:55,2023-03-29
2352,2023-03-29 17:31:58,2023-03-29
2353,2023-03-29 17:31:59,2023-03-29
2354,2023-03-29 17:32:00,2023-03-29
2355,2023-03-29 17:32:01,2023-03-29
2356,2023-03-29 17:32:02,2023-03-29
2357,2023-03-29 17:32:03,2023-03-29
2358,2023-03-29 17:32:04,2023-03-29
2359,2023-03-29 17:32:05,2023-03-29
2360,2023-03-29 17:32:06,2023-03-29
2361,2023-03-29 17:32:07,2023-03-29
2362,2023-03-29 17:32:08,2023-03-29
2363,2023-03-29 17:32:10,2023-03-29
2364,2023-03-29 17:32:11,2023-03-29
2365,2023-03-29 17:32:12,2023-03-29
2366,2023-03-29 17:32:13,2023-03-29
2367,2023-03-29 17:32:14,2023-03-29
2368,2023-03-29 17:32:16,2023-03-29
2369,2023-03-29 17:32:17,2023-03-29
2370,2023-03-29 17:32:18,2023-03-29
2371,2023-03-29 17:32:19,2023-03-29
2372,2023-03-29 17:32:20,2023-03-29
2373,2023-03-29 17:32:21,2023-03-29
2374,2023-03-29 17:32:23,2023-03-29
2375,2023-03-29 17:32:24,2023-03-29
2376,2023-03-29 17:32:25,2023-03-29
2377,2023-03-29 17:32:27,2023-03-29
2378,2023-03-29 17:32:28,2023-03-29
2379,2023-03-29 17:32:29,2023-03-29
2380,2023-03-29 17:32:30,2023-03-29
2381,2023-03-29 17:32:31,2023-03-29
2382,2023-03-29 17:32:32,2023-03-29
2383,2023-03-29 17:32:33,2023-03-29
2384,2023-03-29 17:32:34,2023-03-29
2385,2023-03-29 17:32:36,2023-03-29
2386,2023-03-29 17:32:37,2023-03-29
2387,2023-03-29 17:32:38,2023-03-29
2388,2023-03-29 17:32:39,2023-03-29
2389,2023-03-29 17:32:40,2023-03-29
2390,2023-03-29 17:32:41,2023-03-29
2391,2023-03-29 17:32:42,2023-03-29
2392,2023-03-29 17:32:43,2023-03-29
2393,2023-03-29 17:32:44,2023-03-29
2394,2023-03-29 17:32:45,2023-03-29
2395,2023-03-29 17:32:46,2023-03-29
2396,2023-03-29 17:32:47,2023-03-29
2397,2023-03-29 17:32:48,2023-03-29
2398,2023-03-29 17:32:49,2023-03-29
2399,2023-03-29 17:32:50,2023-03-29
2400,2023-03-29 17:32:51,2023-03-29
2401,2023-03-29 17:32:52,2023-03-29
2402,2023-03-29 17:32:53,2023-03-29
2403,2023-03-29 17:32:54,2023-03-29
2404,2023-03-29 17:32:56,2023-03-29
2405,2023-03-29 17:32:57,2023-03-29
2406,2023-03-29 17:32:58,2023-03-29
2407,2023-03-29 17:32:59,2023-03-29
2408,2023-03-29 17:33:00,2023-03-29
2409,2023-03-29 17:33:01,2023-03-29
2410,2023-03-29 17:33:02,2023-03-29
2411,2023-03-29 17:33:03,2023-03-29
2412,2023-03-29 17:33:04,2023-03-29
2413,2023-03-29 17:33:05,2023-03-29
2414,2023-03-29 17:33:06,2023-03-29
2415,2023-03-29 17:33:08,2023-03-29
2416,2023-03-29 17:33:09,2023-03-29
2417,2023-03-29 17:33:10,2023-03-29
2418,2023-03-29 17:33:11,2023-03-29
2419,2023-03-29 17:33:12,2023-03-29
2420,2023-03-29 17:33:13,2023-03-29
2421,2023-03-29 17:33:14,2023-03-29
2422,2023-03-29 17:33:15,2023-03-29
2423,2023-03-29 17:33:16,2023-03-29
2424,2023-03-29 17:33:17,2023-03-29
2425,2023-03-29 17:33:18,2023-03-29
2426,2023-03-29 17:33:19,2023-03-29
2427,2023-03-29 17:33:20,2023-03-29
2428,2023-03-29 17:33:21,2023-03-29
2429,2023-03-29 17:33:22,2023-03-29
2430,2023-03-29 17:33:24,2023-03-29
2431,2023-03-29 17:33:25,2023-03-29
2432,2023-03-29 17:33:27,2023-03-29
2433,2023-03-29 17:33:28,2023-03-29
2434,2023-03-29 17:33:30,2023-03-29
2435,2023-03-29 17:33:31,2023-03-29
2436,2023-03-29 17:33:32,2023-03-29
2437,2023-03-29 17:33:34,2023-03-29
2438,2023-03-29 17:33:35,2023-03-29
2439,2023-03-29 17:33:36,2023-03-29
2440,2023-03-29 17:33:37,2023-03-29
2441,2023-03-29 17:33:38,2023-03-29
2442,2023-03-29 17:33:39,2023-03-29
2443,2023-03-29 17:33:40,2023-03-29
2444,2023-03-29 17:33:41,2023-03-29
2445,2023-03-29 17:33:42,2023-03-29
2446,2023-03-29 17:33:43,2023-03-29
2447,2023-03-29 17:33:44,2023-03-29
2448,2023-03-29 17:33:45,2023-03-29
2449,2023-03-29 17:33:46,2023-03-29
2450,2023-03-29 17:33:47,2023-03-29
2451,2023-03-29 17:33:49,2023-03-29
2452,2023-03-29 17:33:52,2023-03-29
2453,2023-03-29 17:33:54,2023-03-29
2454,2023-03-29 17:33:55,2023-03-29
2455,2023-03-29 17:33:56,2023-03-29
2456,2023-03-29 17:33:59,2023-03-29
2457,2023-03-29 17:34:01,2023-03-29
2458,2023-03-29 17:34:02,2023-03-29
2459,2023-03-29 17:34:03,2023-03-29
2460,2023-03-29 17:34:04,2023-03-29
2461,2023-03-29 17:34:05,2023-03-29
2462,2023-03-29 17:34:08,2023-03-29
2463,2023-03-29 17:34:09,2023-03-29
2464,2023-03-29 17:34:10,2023-03-29
2465,2023-03-29 17:34:11,2023-03-29
2466,2023-03-29 17:34:12,2023-03-29
2467,2023-03-29 17:34:14,2023-03-29
2468,2023-03-29 17:34:15,2023-03-29
2469,2023-03-29 17:34:16,2023-03-29
2470,2023-03-29 17:34:17,2023-03-29
2471,2023-03-29 17:34:18,2023-03-29
2472,2023-03-29 17:34:19,2023-03-29
2473,2023-03-29 17:34:20,2023-03-29
2474,2023-03-29 17:34:21,2023-03-29
2475,2023-03-29 17:34:23,2023-03-29
2476,2023-03-29 17:34:24,2023-03-29
2477,2023-03-29 17:34:25,2023-03-29
2478,2023-03-29 17:34:26,2023-03-29
2479,2023-03-29 17:34:27,2023-03-29
2480,2023-03-29 17:34:29,2023-03-29
2481,2023-03-29 17:34:30,2023-03-29
2482,2023-03-29 17:34:31,2023-03-29
2483,2023-03-29 17:34:32,2023-03-29
2484,2023-03-29 17:34:34,2023-03-29
2485,2023-03-29 17:34:35,2023-03-29
2486,2023-03-29 17:34:36,2023-03-29
2487,2023-03-29 17:34:37,2023-03-29
2488,2023-03-29 17:34:38,2023-03-29
2489,2023-03-29 17:34:40,2023-03-29
2490,2023-03-29 17:34:42,2023-03-29
2491,2023-03-29 17:34:43,2023-03-29
2492,2023-03-29 17:34:45,2023-03-29
2493,2023-03-29 17:34:46,2023-03-29
2494,2023-03-29 17:34:47,2023-03-29
2495,2023-03-29 17:34:49,2023-03-29
2496,2023-03-29 17:34:51,2023-03-29
2497,2023-03-29 17:34:52,2023-03-29
2498,2023-03-29 17:34:53,2023-03-29
2499,2023-03-29 17:34:54,2023-03-29
2500,2023-03-29 17:34:55,2023-03-29
2501,2023-03-29 17:34:56,2023-03-29
2502,2023-03-29 17:34:57,2023-03-29
2503,2023-03-29 17:34:58,2023-03-29
2504,2023-03-29 17:34:59,2023-03-29
2505,2023-03-29 17:35:00,2023-03-29
2506,2023-03-29 17:35:01,2023-03-29
2507,2023-03-29 17:35:02,2023-03-29
2508,2023-03-29 17:35:03,2023-03-29
2509,2023-03-29 17:35:04,2023-03-29
2510,2023-03-29 17:35:05,2023-03-29
2511,2023-03-29 17:35:06,2023-03-29
2512,2023-03-29 17:35:07,2023-03-29
2513,2023-03-29 17:35:08,2023-03-29
2514,2023-03-29 17:35:09,2023-03-29
2515,2023-03-29 17:35:10,2023-03-29
2516,2023-03-29 17:35:11,2023-03-29
2517,2023-03-29 17:35:12,2023-03-29
2518,2023-03-29 17:35:13,2023-03-29
2519,2023-03-29 17:35:14,2023-03-29
2520,2023-03-29 17:35:15,2023-03-29
2521,2023-03-29 17:35:16,2023-03-29
2522,2023-03-29 17:35:18,2023-03-29
2523,2023-03-29 17:35:19,2023-03-29
2524,2023-03-29 17:35:20,2023-03-29
2525,2023-03-29 17:35:21,2023-03-29
2526,2023-03-29 17:35:22,2023-03-29
2527,2023-03-29 17:35:23,2023-03-29
2528,2023-03-29 17:35:24,2023-03-29
2529,2023-03-29 17:35:26,2023-03-29
2530,2023-03-29 17:35:27,2023-03-29
2531,2023-03-29 17:35:28,2023-03-29
2532,2023-03-29 17:35:29,2023-03-29
2533,2023-03-29 17:35:31,2023-03-29
2534,2023-03-29 17:35:33,2023-03-29
2535,2023-03-29 17:35:34,2023-03-29
2536,2023-03-29 17:35:35,2023-03-29
2537,2023-03-29 17:35:37,2023-03-29
2538,2023-03-29 17:35:39,2023-03-29
2539,2023-03-29 17:35:40,2023-03-29
2540,2023-03-29 17:35:41,2023-03-29
2541,2023-03-29 17:35:42,2023-03-29
2542,2023-03-29 17:35:43,2023-03-29
2543,2023-03-29 17:35:44,2023-03-29
2544,2023-03-29 17:35:45,2023-03-29
2545,2023-03-29 17:35:46,2023-03-29
2546,2023-03-29 17:35:47,2023-03-29
2547,2023-03-29 17:35:50,2023-03-29
2548,2023-03-29 17:35:51,2023-03-29
2549,2023-03-29 17:35:52,2023-03-29
2550,2023-03-29 17:35:54,2023-03-29
2551,2023-03-29 17:35:55,2023-03-29
2552,2023-03-29 17:35:56,2023-03-29
2553,2023-03-29 17:35:58,2023-03-29
2554,2023-03-29 17:35:59,2023-03-29
2555,2023-03-29 17:36:02,2023-03-29
2556,2023-03-29 17:36:03,2023-03-29
2557,2023-03-29 17:36:04,2023-03-29
2558,2023-03-29 17:36:05,2023-03-29
2559,2023-03-29 17:36:07,2023-03-29
2560,2023-03-29 17:36:08,2023-03-29
2561,2023-03-29 17:36:09,2023-03-29
2562,2023-03-29 17:36:10,2023-03-29
2563,2023-03-29 17:36:11,2023-03-29
2564,2023-03-29 17:36:12,2023-03-29
2565,2023-03-29 17:36:15,2023-03-29
2566,2023-03-29 17:36:16,2023-03-29
2567,2023-03-29 17:36:17,2023-03-29
2568,2023-03-29 17:36:18,2023-03-29
2569,2023-03-29 17:36:19,2023-03-29
2570,2023-03-29 17:36:20,2023-03-29
2571,2023-03-29 17:36:21,2023-03-29
2572,2023-03-29 17:36:22,2023-03-29
2573,2023-03-29 17:36:23,2023-03-29
2574,2023-03-29 17:36:24,2023-03-29
2575,2023-03-29 17:36:25,2023-03-29
2576,2023-03-29 17:36:26,2023-03-29
2577,2023-03-29 17:36:28,2023-03-29
2578,2023-03-29 17:36:29,2023-03-29
2579,2023-03-29 17:36:30,2023-03-29
2580,2023-03-29 17:36:31,2023-03-29
2581,2023-03-29 17:36:32,2023-03-29
2582,2023-03-29 17:36:34,2023-03-29
2583,2023-03-29 17:36:35,2023-03-29
2584,2023-03-29 17:36:36,2023-03-29
2585,2023-03-29 17:36:38,2023-03-29
2586,2023-03-29 17:36:39,2023-03-29
2587,2023-03-29 17:36:40,2023-03-29
2588,2023-03-29 17:36:41,2023-03-29
2589,2023-03-29 17:36:43,2023-03-29
